Effective water- to-cement ratio,Aggregate-to-cement ratio (a/c),RCA replacement ratio (RCA %),Parent concrete strength(MPa),Nominal maximum RCA size(mm),Nominal maximum NA size(mm),Water absorption of RCA(WARCA) (%),Water absorption of NA,Los Angeles abrasion of RCA,Los Angeles abrasion of NA,Compressive strength (f’c) (MPa)
0.35,3.1,100.0,46.176785714285714,32.0,32.0,6.3,1.138730650154799,35.59479166666667,26.013793103448275,24.6
0.5,3.5,20.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,27.2
0.5,3.2,50.0,46.176785714285714,8.0,20.0,4.1,1.138730650154799,35.59479166666667,26.013793103448275,29.1
0.36,3.1,70.0,46.176785714285714,32.0,22.0,6.0,0.3,35.59479166666667,26.013793103448275,28.4
0.59,4.2,100.0,46.176785714285714,25.0,25.0,7.5,1.138730650154799,35.59479166666667,26.013793103448275,13.4
0.65,3.1,0.0,46.176785714285714,20.0,19.0,5.2220498614958455,1.7,35.59479166666667,32.0,40.5
0.53,2.5,20.0,46.176785714285714,20.0,19.0,5.3,1.8,42.0,31.0,44.0
0.24,4.5,60.0,46.176785714285714,21.42094017094017,21.955128205128204,4.6,0.5,43.3,30.2,15.1
0.51,3.1,0.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.8,35.59479166666667,31.0,46.5
0.44,5.8,60.0,46.176785714285714,32.0,15.0,1.6,0.2,35.59479166666667,26.013793103448275,54.4
0.43,3.1,100.0,46.176785714285714,25.0,25.0,7.5,1.138730650154799,35.59479166666667,26.013793103448275,23.3
0.4,2.8,100.0,46.176785714285714,20.0,20.0,3.5,1.138730650154799,35.59479166666667,26.013793103448275,58.5
0.55,3.0800824742268045,0.0,46.176785714285714,12.0,12.0,6.1,2.0,35.59479166666667,26.013793103448275,40.9
0.54,3.8,50.0,37.3,12.0,20.0,10.9,0.6,35.59479166666667,26.013793103448275,37.6
0.34,2.1,0.0,46.176785714285714,30.0,19.0,5.2220498614958455,0.5,35.59479166666667,28.0,48.4
0.52,1.8,100.0,46.176785714285714,19.0,19.0,5.3,1.138730650154799,37.0,26.013793103448275,50.3
0.39,2.6,100.0,46.176785714285714,20.0,30.0,4.9,1.138730650154799,35.59479166666667,26.013793103448275,60.2
0.6,4.5,75.0,46.176785714285714,19.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,21.4
0.42,2.9,100.0,46.176785714285714,20.0,22.0,5.3,1.138730650154799,35.59479166666667,26.013793103448275,34.0
0.32,5.75,25.0,46.176785714285714,21.42094017094017,21.955128205128204,5.07,1.48,35.59479166666667,26.013793103448275,16.5
0.44,3.5,30.0,46.176785714285714,20.0,25.0,6.8,0.8,35.59479166666667,26.013793103448275,61.3
0.53,3.0800824742268045,0.0,46.176785714285714,7.0,7.0,4.08,1.96,35.59479166666667,26.013793103448275,40.1
0.54,5.2,25.0,46.176785714285714,21.42094017094017,21.955128205128204,4.2,1.1,35.59479166666667,26.013793103448275,51.09
0.29,2.7,100.0,100.0,10.0,10.0,3.7,1.138730650154799,24.0,26.013793103448275,76.4375
0.47,2.9,30.0,46.176785714285714,32.0,32.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,31.9
0.31,2.87,100.0,46.176785714285714,21.42094017094017,21.955128205128204,7.16,0.5,35.59479166666667,26.013793103448275,60.2
0.5,3.5,0.0,46.176785714285714,20.0,22.0,5.2220498614958455,1.4,35.59479166666667,26.013793103448275,31.0
0.49,2.1,25.0,46.176785714285714,19.0,10.0,6.6,0.4,35.59479166666667,26.013793103448275,32.6
0.4,2.7,0.0,46.176785714285714,21.42094017094017,21.955128205128204,5.2220498614958455,3.15,35.59479166666667,26.013793103448275,39.1
0.5,4.5,60.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,23.5
0.45,2.9,100.0,46.176785714285714,15.0,20.0,5.6,1.138730650154799,35.59479166666667,26.013793103448275,52.8
0.5,2.4,100.0,46.176785714285714,16.0,20.0,6.9,1.138730650154799,35.59479166666667,26.013793103448275,50.3
0.55,2.5,50.0,46.176785714285714,20.0,32.0,3.5,1.1,35.59479166666667,26.013793103448275,42.5
0.55,2.5,50.0,46.176785714285714,20.0,20.0,3.5,1.1,35.59479166666667,26.013793103448275,42.5
0.54,3.1,100.0,46.176785714285714,22.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,20.5
0.5,2.8,100.0,46.176785714285714,25.0,32.0,1.9,1.138730650154799,35.59479166666667,26.013793103448275,36.0
0.5,2.1,100.0,46.176785714285714,16.0,20.0,5.0,1.138730650154799,34.0,26.013793103448275,40.5
0.45,3.1,64.0,46.176785714285714,19.0,25.0,3.3,0.9,35.59479166666667,26.013793103448275,44.8
0.31,2.87,75.0,46.176785714285714,21.42094017094017,21.955128205128204,7.16,0.5,35.59479166666667,26.013793103448275,61.0
0.34,2.4,100.0,46.176785714285714,25.0,38.0,7.5,1.138730650154799,35.59479166666667,26.013793103448275,31.3
0.47,3.2,50.0,46.176785714285714,20.0,22.0,5.3,1.4,35.59479166666667,26.013793103448275,29.0
0.43,3.0,0.0,46.176785714285714,32.0,25.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,34.8
0.49,2.5,20.0,46.176785714285714,20.0,20.0,3.5,1.1,35.59479166666667,26.013793103448275,45.3
0.54,3.0,50.0,41.4,20.0,22.0,7.3,1.2,40.0,24.8,48.1
0.4,2.8,50.0,46.176785714285714,20.0,20.0,3.5,1.1,35.59479166666667,26.013793103448275,65.3
0.41,1.7,60.0,46.176785714285714,20.0,20.0,3.6,0.7,35.59479166666667,26.013793103448275,54.7
0.19,1.5,100.0,46.176785714285714,10.0,20.0,7.8,1.138730650154799,25.0,26.013793103448275,62.8
0.68,3.4,100.0,46.176785714285714,20.0,20.0,7.8,1.138730650154799,35.59479166666667,26.013793103448275,27.7
0.41,1.7,30.0,46.176785714285714,20.0,20.0,3.8,0.7,35.59479166666667,26.013793103448275,49.9
0.64,6.59,100.0,46.176785714285714,21.42094017094017,21.955128205128204,4.2,1.1,35.59479166666667,26.013793103448275,38.64
0.57,2.9,100.0,46.176785714285714,20.0,32.0,6.3,1.138730650154799,35.59479166666667,26.013793103448275,43.3
0.31,2.1,100.0,46.176785714285714,10.0,20.0,4.7,1.138730650154799,15.1,26.013793103448275,60.1
0.36,2.9,100.0,42.7,25.0,16.0,5.6,1.138730650154799,35.59479166666667,26.013793103448275,42.6
0.49,5.1,0.0,46.176785714285714,16.0,16.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,40.1
0.5,2.5,50.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,41.3
0.45,4.26,25.0,46.176785714285714,21.42094017094017,21.955128205128204,7.16,0.5,35.59479166666667,26.013793103448275,44.8
0.45,3.1,50.0,46.176785714285714,22.0,30.0,8.8,3.0,35.59479166666667,26.013793103448275,45.8
0.54,3.0,100.0,46.176785714285714,20.0,20.0,5.3,1.138730650154799,42.0,31.0,45.0
0.37,3.0,100.0,26.3,25.0,16.0,2.9,1.138730650154799,35.59479166666667,26.013793103448275,37.6
0.5,3.4,50.0,46.176785714285714,22.0,22.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,46.4
0.67,3.6,0.0,46.176785714285714,20.0,19.0,5.2220498614958455,1.8,35.59479166666667,31.0,37.0
0.62,3.6,100.0,46.176785714285714,32.0,20.0,2.4,1.138730650154799,34.0,26.013793103448275,45.7
0.5,3.0800824742268045,75.0,46.176785714285714,21.42094017094017,21.955128205128204,5.1,0.5,35.59479166666667,26.013793103448275,27.6
0.57,3.0,100.0,46.176785714285714,20.0,32.0,6.3,1.138730650154799,35.59479166666667,26.013793103448275,46.8
0.41,1.7,15.0,46.176785714285714,20.0,20.0,3.8,0.7,35.59479166666667,26.013793103448275,55.3
0.49,3.7,0.0,46.176785714285714,16.0,25.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,39.8
0.57,3.3,100.0,46.176785714285714,30.0,30.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,32.8
0.36,2.7,52.0,46.176785714285714,25.0,20.0,5.4,1.1,35.59479166666667,26.013793103448275,29.0
0.42,2.6,50.0,46.176785714285714,20.0,20.0,4.7,1.2,30.1,29.1,45.4
0.41,1.7,15.0,46.176785714285714,20.0,32.0,4.4,0.7,35.59479166666667,26.013793103448275,50.8
0.46,5.9,60.0,46.176785714285714,32.0,15.0,2.7,0.2,35.59479166666667,26.013793103448275,54.3
0.41,1.7,45.0,46.176785714285714,20.0,20.0,3.5,0.7,35.59479166666667,26.013793103448275,51.4
0.52,2.8,20.0,46.176785714285714,22.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,47.7
0.5,2.6,0.0,46.176785714285714,16.0,20.0,5.2220498614958455,2.5,35.59479166666667,26.013793103448275,44.8
0.5,2.8,100.0,46.176785714285714,19.0,19.0,2.7,1.138730650154799,35.59479166666667,26.013793103448275,29.1
0.38,2.3,100.0,38.4,20.0,20.0,5.8,1.138730650154799,35.59479166666667,26.013793103448275,34.5
0.55,2.5,100.0,46.176785714285714,20.0,32.0,3.5,1.138730650154799,35.59479166666667,26.013793103448275,38.1
0.43,2.7,100.0,46.176785714285714,32.0,19.0,9.3,1.138730650154799,35.59479166666667,26.013793103448275,26.7
0.48,5.0,37.0,36.0,25.0,20.0,7.0,1.2,35.59479166666667,26.013793103448275,44.7
0.49,3.5,100.0,46.176785714285714,25.0,25.0,7.5,1.138730650154799,35.59479166666667,26.013793103448275,21.6
0.72,5.9,20.0,46.176785714285714,20.0,20.0,6.94,1.53,29.0,20.0,26.8
0.51,3.0,100.0,46.176785714285714,20.0,20.0,7.1,1.138730650154799,35.59479166666667,26.013793103448275,42.0
0.49,2.5,100.0,46.176785714285714,19.0,19.0,5.3,1.138730650154799,37.0,26.013793103448275,53.7
0.52,3.2,20.0,46.176785714285714,20.0,20.0,5.3,1.8,42.0,31.0,44.0
0.64,6.95,0.0,46.176785714285714,21.42094017094017,21.955128205128204,4.2,1.1,35.59479166666667,26.013793103448275,39.38
0.34,2.0,100.0,46.176785714285714,20.0,20.0,7.8,1.138730650154799,35.59479166666667,26.013793103448275,65.4
0.28,2.0,100.0,46.176785714285714,25.0,38.0,7.5,1.138730650154799,35.59479166666667,26.013793103448275,38.3
0.65,3.1,50.0,46.176785714285714,19.0,20.0,5.8,0.2,33.6,25.0,18.0
0.32,5.75,75.0,46.176785714285714,21.42094017094017,21.955128205128204,5.07,1.48,35.59479166666667,26.013793103448275,14.0
0.53,2.3,50.0,46.176785714285714,16.0,20.0,5.0,2.5,35.59479166666667,26.013793103448275,37.5
0.31,2.6,100.0,46.176785714285714,32.0,20.0,9.3,1.138730650154799,35.59479166666667,26.013793103448275,38.9
0.46,3.0800824742268045,60.0,46.176785714285714,25.0,25.0,3.01,0.57,35.59479166666667,26.013793103448275,30.66
0.5,2.3,100.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,41.8
0.45,3.0800824742268045,100.0,46.176785714285714,7.0,7.0,4.08,1.96,35.59479166666667,26.013793103448275,40.8
0.5,2.6,20.0,46.176785714285714,16.0,20.0,6.9,1.9,35.59479166666667,26.013793103448275,51.6
0.6,3.2,100.0,46.176785714285714,16.0,20.0,6.9,1.138730650154799,35.59479166666667,26.013793103448275,40.9
0.52,2.8,30.0,46.176785714285714,22.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,50.8
0.39,3.1,100.0,46.176785714285714,10.0,20.0,6.2,1.138730650154799,22.1,26.013793103448275,38.1
0.4,3.2,50.0,41.4,20.0,22.0,7.3,1.2,40.0,24.8,63.8
0.51,2.6,0.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.1,35.59479166666667,26.013793103448275,48.6
0.42,2.3,100.0,46.176785714285714,20.0,20.0,5.3,1.138730650154799,42.0,26.013793103448275,56.0
0.65,3.1,100.0,46.176785714285714,19.0,25.0,4.4,1.138730650154799,35.59479166666667,26.013793103448275,22.1
0.46,3.0800824742268045,30.0,46.176785714285714,25.0,25.0,3.01,0.57,35.59479166666667,26.013793103448275,31.46
0.42,2.5,75.0,46.176785714285714,19.0,20.0,5.8,0.2,33.6,25.0,34.0
0.35,3.29,25.0,46.176785714285714,21.42094017094017,21.955128205128204,2.7,1.2,35.59479166666667,26.013793103448275,50.0
0.34,2.3,0.0,46.176785714285714,10.0,20.0,5.2220498614958455,1.5,35.59479166666667,11.9,61.9
0.65,3.4,0.0,46.176785714285714,16.0,20.0,5.2220498614958455,2.5,35.59479166666667,26.013793103448275,31.9
0.51,3.6,0.0,46.176785714285714,32.0,20.0,5.2220498614958455,0.3,35.59479166666667,29.2,43.4
0.44,2.3,100.0,46.176785714285714,20.0,20.0,7.1,1.138730650154799,35.59479166666667,26.013793103448275,53.7
0.53,5.1,100.0,46.176785714285714,32.0,15.0,4.3,1.138730650154799,35.59479166666667,26.013793103448275,34.6
0.57,3.3,100.0,46.176785714285714,30.0,30.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,33.1
0.4,3.2,0.0,41.4,20.0,22.0,5.2220498614958455,1.2,35.59479166666667,24.8,76.4375
0.42,2.6,50.0,46.176785714285714,20.0,19.0,6.1,1.2,34.6,29.1,41.6
0.53,5.0,100.0,37.3,12.0,20.0,10.9,1.138730650154799,35.59479166666667,26.013793103448275,63.0
0.49,3.9,100.0,46.176785714285714,16.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,34.6
0.29,2.2,0.0,46.176785714285714,20.0,30.0,5.2220498614958455,2.5,35.59479166666667,26.013793103448275,70.5
0.65,3.2,100.0,46.176785714285714,20.0,19.0,5.5,1.138730650154799,28.6,26.013793103448275,39.9
0.36,2.5,50.0,46.176785714285714,20.0,20.0,5.2,1.0,40.2,27.8,47.3
0.53,2.2,50.0,46.176785714285714,19.0,19.0,5.3,0.5,37.0,23.0,51.5
0.57,2.9,100.0,46.176785714285714,20.0,20.0,6.3,1.138730650154799,35.59479166666667,26.013793103448275,39.1
0.43,3.0,25.0,46.176785714285714,20.0,20.0,1.9,1.1,35.59479166666667,21.6,47.0
0.64,3.0,0.0,46.176785714285714,19.0,20.0,5.2220498614958455,1.3,35.59479166666667,26.013793103448275,33.0
0.31,3.0800824742268045,0.0,46.176785714285714,12.0,12.0,6.1,2.0,35.59479166666667,26.013793103448275,76.4375
0.51,3.3,0.0,46.176785714285714,20.0,20.0,5.2220498614958455,0.9,35.59479166666667,26.013793103448275,48.3
0.6,4.6,25.0,46.176785714285714,19.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,26.7
0.5,2.6,50.0,46.176785714285714,20.0,20.0,3.5,1.1,35.59479166666667,26.013793103448275,47.1
0.6,3.8,100.0,46.176785714285714,32.0,20.0,2.0,1.138730650154799,35.59479166666667,26.013793103448275,33.6
0.68,3.1,50.0,46.176785714285714,16.0,20.0,5.0,2.5,35.59479166666667,26.013793103448275,32.4
0.41,1.7,30.0,46.176785714285714,20.0,20.0,4.6,0.7,35.59479166666667,26.013793103448275,48.9
0.35,2.3,100.0,46.176785714285714,15.0,20.0,5.6,1.138730650154799,35.59479166666667,26.013793103448275,62.8
0.52,2.7,100.0,46.176785714285714,22.0,25.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,50.3
0.51,3.1,100.0,46.176785714285714,20.0,20.0,3.1,1.138730650154799,35.59479166666667,26.013793103448275,47.6
0.66,4.6,30.0,46.176785714285714,20.0,22.0,5.3,1.4,35.59479166666667,26.013793103448275,20.0
0.41,1.7,45.0,46.176785714285714,20.0,20.0,3.8,0.7,35.59479166666667,26.013793103448275,50.3
0.5,3.0800824742268045,50.0,46.176785714285714,21.42094017094017,21.955128205128204,5.1,0.5,35.59479166666667,26.013793103448275,24.7
0.5,3.0,30.0,46.176785714285714,19.0,19.0,2.7,0.3,35.59479166666667,26.013793103448275,33.6
0.55,3.8,30.0,46.176785714285714,20.0,22.0,5.3,1.4,35.59479166666667,26.013793103448275,23.0
0.5,3.5,40.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,26.5
0.51,2.3,100.0,46.176785714285714,20.0,19.0,6.1,1.138730650154799,34.6,26.013793103448275,31.4
0.44,3.83,100.0,46.176785714285714,21.42094017094017,21.955128205128204,2.01,0.68,35.59479166666667,26.013793103448275,40.1
0.36,2.2,100.0,35.6,16.0,16.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,42.0
0.55,2.9,100.0,46.176785714285714,19.0,25.0,4.8,1.138730650154799,37.0,26.013793103448275,33.3
0.5,3.5,80.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,25.1
0.7,3.4,10.0,37.3,12.0,20.0,10.9,0.6,35.59479166666667,26.013793103448275,64.6
0.42,2.7,25.0,46.176785714285714,19.0,20.0,5.8,0.2,33.6,25.0,33.0
0.6,3.4,50.0,46.176785714285714,16.0,20.0,6.9,1.9,35.59479166666667,26.013793103448275,42.5
0.41,1.7,60.0,46.176785714285714,20.0,20.0,3.5,0.7,35.59479166666667,26.013793103448275,53.2
0.35,3.1,100.0,46.176785714285714,32.0,25.0,6.3,1.138730650154799,35.59479166666667,26.013793103448275,24.6
0.42,2.7,0.0,46.176785714285714,25.0,25.0,5.2220498614958455,1.1,35.59479166666667,26.013793103448275,38.6
0.6,3.0800824742268045,100.0,46.176785714285714,21.42094017094017,21.955128205128204,6.1,1.2,59.8,26.013793103448275,61.6
0.4,2.9,0.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.1,35.59479166666667,26.013793103448275,72.3
0.32,2.3,100.0,46.176785714285714,20.0,20.0,5.2,1.138730650154799,40.2,26.013793103448275,54.8
0.45,2.8,20.0,46.176785714285714,20.0,19.0,3.5,1.1,35.59479166666667,26.013793103448275,62.4
0.52,3.2,50.0,46.176785714285714,32.0,22.0,4.8,0.8,35.59479166666667,26.013793103448275,41.4
0.52,2.9,100.0,46.176785714285714,25.0,20.0,5.6,1.138730650154799,35.59479166666667,26.013793103448275,42.6
0.42,2.7,0.0,46.176785714285714,19.0,19.0,5.2220498614958455,0.5,35.59479166666667,23.0,72.9
0.46,3.0800824742268045,75.0,46.176785714285714,21.42094017094017,21.955128205128204,5.1,0.5,35.59479166666667,26.013793103448275,32.9
0.4,2.8,20.0,46.176785714285714,20.0,20.0,3.5,1.1,35.59479166666667,26.013793103448275,69.6
0.51,2.8,20.0,46.176785714285714,20.0,20.0,4.5,1.2,28.5,29.1,42.7
0.42,2.8,100.0,46.176785714285714,22.0,20.0,4.2,1.138730650154799,35.59479166666667,26.013793103448275,66.8
0.44,3.83,25.0,46.176785714285714,21.42094017094017,21.955128205128204,2.01,0.68,35.59479166666667,26.013793103448275,47.5
0.66,3.3,20.0,46.176785714285714,16.0,20.0,5.0,2.5,35.59479166666667,26.013793103448275,31.7
0.55,4.03,75.0,46.176785714285714,21.42094017094017,21.955128205128204,2.7,1.2,35.59479166666667,26.013793103448275,24.0
0.41,2.2,100.0,46.176785714285714,30.0,30.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,41.2
0.27,3.3,100.0,46.176785714285714,32.0,32.0,6.3,1.138730650154799,35.59479166666667,26.013793103448275,30.2
0.52,2.6,50.0,46.176785714285714,20.0,20.0,4.7,1.2,30.1,29.1,36.8
0.5,2.9,50.0,46.176785714285714,25.0,20.0,1.9,1.4,35.59479166666667,26.013793103448275,38.0
0.58,3.1,0.0,46.176785714285714,25.0,25.0,5.2220498614958455,1.2,35.59479166666667,26.013793103448275,28.8
0.36,2.7,0.0,72.3,16.0,16.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,52.3
0.5,2.6,100.0,46.176785714285714,20.0,20.0,3.5,1.138730650154799,35.59479166666667,26.013793103448275,43.4
0.34,2.0,100.0,46.176785714285714,20.0,20.0,7.1,1.138730650154799,35.59479166666667,26.013793103448275,71.2
0.6,4.3,0.0,46.176785714285714,32.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,36.6
0.6,4.4,100.0,46.176785714285714,19.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,20.0
0.41,1.7,60.0,46.176785714285714,20.0,20.0,4.0,0.7,35.59479166666667,26.013793103448275,46.0
0.52,3.6,50.0,46.176785714285714,25.0,19.0,4.4,0.9,35.59479166666667,26.013793103448275,41.0
0.48,3.3,30.0,46.176785714285714,20.0,12.0,5.3,1.4,35.59479166666667,26.013793103448275,39.0
0.53,5.22,0.0,46.176785714285714,21.42094017094017,21.955128205128204,4.2,1.1,35.59479166666667,26.013793103448275,38.69
0.63,3.5,100.0,46.176785714285714,22.0,20.0,5.4,1.138730650154799,35.59479166666667,26.013793103448275,41.1
0.46,2.6,0.0,46.176785714285714,19.0,19.0,5.2220498614958455,0.5,35.59479166666667,23.0,62.0
0.41,2.2,100.0,46.176785714285714,30.0,30.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,38.4
0.45,2.5,100.0,46.176785714285714,20.0,20.0,3.5,1.138730650154799,35.59479166666667,26.013793103448275,37.1
0.45,3.0800824742268045,100.0,38.25,25.0,25.0,5.2,2.9,34.0,22.0,27.19
0.43,3.1,0.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.1,35.59479166666667,21.6,51.8
0.52,2.8,50.0,46.176785714285714,22.0,25.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,49.5
0.45,2.5,100.0,46.176785714285714,19.0,19.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,33.3
0.65,2.8,100.0,46.176785714285714,16.0,20.0,5.0,1.138730650154799,34.0,26.013793103448275,30.1
0.58,3.2,0.0,46.176785714285714,32.0,16.0,5.2220498614958455,0.8,35.59479166666667,26.013793103448275,44.6
0.57,3.1,50.0,46.176785714285714,20.0,32.0,6.3,1.3,35.59479166666667,26.013793103448275,44.7
0.46,3.0800824742268045,50.0,46.176785714285714,21.42094017094017,21.955128205128204,5.1,0.5,35.59479166666667,26.013793103448275,35.1
0.43,2.6,100.0,46.176785714285714,19.0,25.0,4.4,1.138730650154799,35.59479166666667,26.013793103448275,28.7
0.65,4.8,50.0,46.176785714285714,20.0,30.0,6.94,1.53,29.0,20.0,14.6
0.45,2.3,100.0,46.176785714285714,20.0,20.0,3.9,1.138730650154799,30.8,26.013793103448275,42.9
0.42,2.7,0.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.8,35.59479166666667,31.0,58.0
0.48,4.2,100.0,46.176785714285714,25.0,25.0,7.5,1.138730650154799,35.59479166666667,26.013793103448275,13.9
0.52,3.6,50.0,46.176785714285714,25.0,19.0,4.5,0.9,35.59479166666667,26.013793103448275,39.4
0.65,3.3,20.0,46.176785714285714,16.0,20.0,5.0,2.0,34.0,23.0,31.7
0.36,2.1,100.0,46.176785714285714,30.0,10.0,3.9,1.138730650154799,39.0,26.013793103448275,35.7
0.24,4.5,80.0,46.176785714285714,21.42094017094017,21.955128205128204,4.6,0.5,43.3,30.2,12.4
0.52,3.2,20.0,46.176785714285714,19.0,19.0,5.3,0.5,37.0,23.0,56.5
0.46,3.0800824742268045,0.0,46.176785714285714,25.0,25.0,3.01,0.57,35.59479166666667,26.013793103448275,33.42
0.32,3.0,100.0,46.176785714285714,32.0,22.0,6.0,1.138730650154799,35.59479166666667,26.013793103448275,27.2
0.49,3.1,0.0,46.176785714285714,25.0,16.0,5.2220498614958455,0.8,35.59479166666667,26.013793103448275,44.3
0.27,2.7,100.0,46.176785714285714,32.0,32.0,6.0,1.138730650154799,35.59479166666667,26.013793103448275,35.2
0.29,2.7,50.0,60.0,10.0,10.0,4.9,2.1,25.2,24.8,76.4375
0.52,2.2,0.0,46.176785714285714,19.0,10.0,5.2220498614958455,0.4,35.59479166666667,26.013793103448275,29.9
0.6,3.6,0.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.8,35.59479166666667,31.0,38.0
0.52,1.8,100.0,46.176785714285714,20.0,19.0,5.3,1.138730650154799,42.0,26.013793103448275,41.5
0.53,4.1,50.0,37.3,12.0,20.0,10.9,0.6,35.59479166666667,26.013793103448275,63.2
0.4,2.4,100.0,46.176785714285714,19.0,19.0,4.4,1.138730650154799,35.59479166666667,26.013793103448275,29.5
0.29,2.5,100.0,40.0,10.0,10.0,5.9,1.138730650154799,24.3,26.013793103448275,76.4375
0.36,2.3,100.0,35.6,16.0,16.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,45.2
0.45,3.3,50.0,46.176785714285714,20.0,30.0,4.9,2.5,35.59479166666667,26.013793103448275,50.8
0.5,3.5,50.0,46.176785714285714,8.0,20.0,3.8,0.8,41.4,24.3,33.0
0.45,3.0800824742268045,50.0,28.25,25.0,25.0,5.2,2.9,34.0,22.0,28.79
0.43,2.8,53.0,46.176785714285714,32.0,19.0,9.3,0.4,35.59479166666667,26.013793103448275,29.6
0.6,3.0800824742268045,0.0,46.176785714285714,21.42094017094017,21.955128205128204,6.1,1.2,59.8,26.013793103448275,54.1
0.42,4.98,100.0,46.176785714285714,21.42094017094017,21.955128205128204,4.2,1.1,35.59479166666667,26.013793103448275,63.62
0.66,3.9,100.0,46.176785714285714,30.0,32.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,27.4
0.45,2.8,20.0,46.176785714285714,20.0,20.0,3.5,1.1,35.59479166666667,26.013793103448275,62.4
0.51,3.0800824742268045,50.0,46.176785714285714,12.0,12.0,6.1,2.0,35.59479166666667,26.013793103448275,40.5
0.36,2.3,100.0,72.3,16.0,16.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,48.2
0.4,3.2,20.0,41.4,20.0,22.0,7.3,1.2,40.0,24.8,69.9
0.5,2.4,100.0,46.176785714285714,25.0,32.0,4.1,1.138730650154799,35.59479166666667,26.013793103448275,49.0
0.65,3.1,20.0,46.176785714285714,20.0,19.0,5.5,1.7,28.6,32.0,41.0
0.57,2.7,50.0,46.176785714285714,20.0,20.0,6.3,1.3,35.59479166666667,26.013793103448275,38.1
0.61,4.3,50.0,46.176785714285714,20.0,22.0,5.3,1.4,35.59479166666667,26.013793103448275,19.0
0.41,1.7,30.0,46.176785714285714,20.0,32.0,4.4,0.7,35.59479166666667,26.013793103448275,44.9
0.5,3.0800824742268045,100.0,46.176785714285714,21.42094017094017,21.955128205128204,5.1,0.5,35.59479166666667,26.013793103448275,27.5
0.44,3.0,100.0,46.176785714285714,20.0,22.0,5.3,1.138730650154799,35.59479166666667,26.013793103448275,30.0
0.5,3.4,0.0,46.176785714285714,22.0,22.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,46.7
0.41,1.7,15.0,46.176785714285714,20.0,20.0,4.0,0.7,35.59479166666667,26.013793103448275,52.9
0.41,3.3,30.0,46.176785714285714,32.0,22.0,6.0,0.3,35.59479166666667,26.013793103448275,31.0
0.36,2.3,100.0,50.6,16.0,16.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,46.1
0.43,2.6,50.0,46.176785714285714,20.0,20.0,4.5,1.2,28.5,29.1,41.0
0.6,3.5,0.0,46.176785714285714,16.0,20.0,5.2220498614958455,1.9,35.59479166666667,26.013793103448275,42.0
0.6,4.6,0.0,46.176785714285714,19.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,25.0
0.47,2.7,100.0,46.176785714285714,32.0,25.0,2.0,1.138730650154799,35.59479166666667,26.013793103448275,48.1
